Creditor_Name ,Invoice Line Amount,Payment_Date,Expenditure Category/Description,LA Department
REDACTED PERSONAL INFORMATION,2246.6,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1237.04,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,512.96,45294,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,1374.1200000000001,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1282.4,45294,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,784,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1584.8,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2677.76,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2728,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,641.2,45294,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,1640,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1174.96,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1148,45363,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1795.3600000000001,45294,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,653.5,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,549.64,45350,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2083,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1060.04,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2160,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1427.72,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,540,45294,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,5040,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,4648.28,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,908.32,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1923.76,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,905.6,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,3686.88,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,903.2,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1162.4,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,693.32,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,649.32,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,523.32,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1083.04,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,735.8000000000001,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,-214.6,45294,Direct Payment Income,Health and Adult Services
REDACTED PERSONAL INFORMATION,1245.2,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,970.8000000000001,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,-157.4,45294,Direct Payment Income,Health and Adult Services
REDACTED PERSONAL INFORMATION,653.4,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,803.84,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1301.8,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1937.96,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,-187.72,45294,Direct Payment Income,Health and Adult Services
REDACTED PERSONAL INFORMATION,793.28,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2160,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,891.44,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,912,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1358.4,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,990.48,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,747.6,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2821.28,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1500.28,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,-307.2,45294,Direct Payment Income,Health and Adult Services
REDACTED PERSONAL INFORMATION,3201.2400000000002,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,-205,45294,Direct Payment Income,Health and Adult Services
REDACTED PERSONAL INFORMATION,1230.88,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,982.8000000000001,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,548.24,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,5785.2,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1360,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1230.88,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1170,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2729.16,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,13080.48,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1251.92,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,782.6,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1960.2,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,509.40000000000003,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,5172,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,975.36,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1237.24,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,948.52,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,7012.32,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,3366.32,45294,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,1112,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,3889.08,45294,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,3543.5,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,795.02,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2336.04,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,735.8000000000001,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1075.4,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1317.96,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2356.48,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1558.2,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,707.52,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,927.6,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1785.5,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1584.8,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,919.76,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,622.6,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,3375.6800000000003,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1698,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,891.44,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1134.14,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,7076.84,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,4397.92,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,602.88,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1152,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,4094.2000000000003,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,-170.48,45294,Direct Payment Income,Health and Adult Services
REDACTED PERSONAL INFORMATION,5539.32,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1134,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,5221.36,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,544.2,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1981,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,986.6,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,895.36,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,806.4,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,953.6,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,933.04,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,4121.8,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,703.36,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1971.5,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2264.6,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,891.48,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,3179.08,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,594.32,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,775.46,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,512.96,45294,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,1584.8,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2500.68,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,4861.58,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,795,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,10918.6,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1273.52,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1039.6,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,820.72,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1075.4,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1440,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,909.16,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1236.72,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2473.36,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1782.92,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1470,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2473.4,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1759.28,45294,Community Care Direct Payments,Childrens Services
REDACTED PERSONAL INFORMATION,990.52,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,3023.04,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,679.2,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,2354.6,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,767.76,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,4100.32,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,585.76,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,891.44,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,3526.6,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,1040.3,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,545,45294,Community Care Direct Payments,Health and Adult Services
REDACTED PERSONAL INFORMATION,707.52,45294,Community Care Direct Payments,Health and Adult Services
